Driver_ID,total_assigned_requests,total_completed_trips,Assignment_to_completion_ratio,Average_Ride_Distance,Average_Rating,Average_Undiscounted_Fare,Average_Ride_Duration,Total_Trip
5252919,58,18,0.31,4442,4,100,961,59
4357418,32,2,0.06,4442,4,100,961,6
4042274,27,6,0.22,4442,4,100,961,89
4121365,133,18,0.14,4441,4,100,961,77
4693679,15,4,0.27,4441,4,100,961,32
3754179,105,10,0.1,4440,4,100,961,33
5333721,155,74,0.48,4440,4,100,961,256
3751577,188,36,0.19,4441,4,100,961,94
5402110,51,22,0.43,4441,4,100,961,145
5348657,75,13,0.17,4441,4,100,961,58
3718226,67,36,0.54,4441,4,100,961,312
3840723,16,1,0.06,4441,4,100,961,4
4785715,38,23,0.61,4443,4,100,961,98
5265447,70,15,0.21,4442,4,100,961,60
4421190,12,5,0.42,4442,4,100,961,14
5033434,158,47,0.3,4442,4,100,961,216
5302790,267,56,0.21,4442,4,100,962,109
3379506,97,28,0.29,4442,4,100,961,165
5160519,127,72,0.57,4441,4,100,961,336
5179321,46,15,0.33,4441,4,100,961,129
4042710,140,14,0.1,4440,4,100,961,29
5053068,87,29,0.33,4439,4,100,961,190
4888253,290,69,0.24,4439,4,100,961,320
5249631,180,16,0.09,4441,4,100,962,55
4518689,55,5,0.09,4441,4,100,962,19
4867768,97,18,0.19,4442,4,100,962,115
4970658,62,4,0.06,4442,4,100,962,16
4540772,113,81,0.72,4442,4,100,962,261
4914169,67,14,0.21,4441,4,100,962,176
4913712,116,24,0.21,4442,4,100,962,110
5404933,112,46,0.41,4443,4,100,962,195
5219846,121,50,0.41,4442,4,100,962,155
3646787,76,10,0.13,4443,4,100,962,11
5174633,59,23,0.39,4443,4,100,962,50
5346380,55,10,0.18,4443,4,100,962,57
5296776,141,92,0.65,4446,4,100,962,167
5067678,153,28,0.18,4446,4,100,962,179
5391862,67,18,0.27,4446,4,100,962,18
5258650,115,6,0.05,4446,4,100,962,22
3683496,17,7,0.41,4446,4,100,962,45
5196817,195,46,0.24,4448,4,100,962,210
4221617,107,5,0.05,4448,4,100,962,19
5354277,58,26,0.45,4449,4,100,963,78
3809961,45,9,0.2,4448,4,100,963,63
5011765,41,15,0.37,4448,4,100,963,18
4571158,92,27,0.29,4447,4,100,962,101
4337743,19,0,0.0,4447,4,100,962,101
5270397,284,44,0.15,4447,4,100,962,81
5255679,127,0,0.0,4447,4,100,962,7
4598077,234,155,0.66,4448,4,100,963,572
5164670,93,47,0.51,4446,4,100,963,148
4626074,125,41,0.33,4448,4,100,963,170
4725174,73,19,0.26,4449,4,100,963,104
5090027,84,25,0.3,4449,4,100,963,95
3369332,77,7,0.09,4449,4,100,963,14
4649481,88,13,0.15,4449,4,100,963,143
5348572,155,12,0.08,4449,4,100,963,30
5317468,132,30,0.23,4449,4,100,963,95
5256940,66,33,0.5,4449,4,100,963,178
5126940,104,35,0.34,4448,4,100,963,121
4282958,115,36,0.31,4448,4,100,963,150
3072522,55,3,0.05,4448,4,100,963,12
4264497,32,9,0.28,4448,4,100,963,217
3886324,144,39,0.27,4448,4,100,963,168
5163916,136,25,0.18,4449,4,100,963,81
4810047,51,2,0.04,4449,4,100,963,21
5347595,102,26,0.25,4449,4,100,963,170
5157666,49,22,0.45,4448,4,100,963,89
5272682,142,50,0.35,4450,4,100,963,208
5325055,43,7,0.16,4450,4,100,963,59
4643360,197,39,0.2,4450,4,100,963,158
4341426,98,27,0.28,4453,4,100,964,61
3132920,110,34,0.31,4454,4,100,964,106
3970204,60,10,0.17,4455,4,100,964,57
5296470,81,0,0.0,4455,4,100,964,7
3613245,138,18,0.13,4456,4,100,964,36
5395899,91,20,0.22,4454,4,100,964,71
5296585,213,94,0.44,4453,4,100,963,427
4354743,52,3,0.06,4453,4,100,963,9
3717245,128,69,0.54,4452,4,100,963,341
3804886,163,48,0.29,4452,4,100,964,98
4980353,146,8,0.05,4452,4,100,964,41
5010471,122,73,0.6,4453,4,100,964,315
5204340,154,61,0.4,4452,4,100,964,285
5106434,84,54,0.64,4451,4,100,964,218
5288834,112,12,0.11,4451,4,100,964,31
5288367,86,24,0.28,4451,4,100,964,41
3475860,44,3,0.07,4452,4,100,964,39
5382185,117,40,0.34,4452,4,100,964,80
5196043,146,10,0.07,4451,4,100,964,28
4392774,27,7,0.26,4451,4,100,964,20
5369334,16,2,0.12,4451,4,100,964,2
5330863,109,20,0.18,4451,4,100,964,61
4872729,110,47,0.43,4451,4,100,964,130
5387467,69,23,0.33,4451,4,100,964,78
4211898,55,12,0.22,4451,4,100,964,37
5212182,257,76,0.3,4447,4,100,964,214
5359667,75,16,0.21,4448,4,100,964,59
3358941,55,28,0.51,4448,4,100,964,128
5264376,216,92,0.43,4446,4,100,963,361
5411601,5,92,18.4,4444,4,100,963,361
4631045,210,47,0.22,4443,4,100,962,170
4012859,354,20,0.06,4443,4,100,963,126
4304577,52,10,0.19,4443,4,100,963,22
5303691,98,1,0.01,4443,4,100,963,3
4672619,19,0,0.0,4443,4,100,963,3
5046468,28,18,0.64,4443,4,100,963,52
5066782,361,55,0.15,4443,4,100,963,279
5405172,37,4,0.11,4443,4,100,963,91
5303101,44,11,0.25,4443,4,100,963,26
4657071,87,10,0.11,4442,4,100,963,21
4627142,52,11,0.21,4442,4,100,963,39
4678371,235,47,0.2,4443,4,100,962,188
5256215,88,14,0.16,4444,4,100,963,36
3500720,117,42,0.36,4444,4,100,963,154
5226726,187,22,0.12,4444,4,100,963,178
5312574,145,32,0.22,4443,4,100,962,103
5411546,94,34,0.36,4443,4,100,963,95
3827325,63,28,0.44,4442,4,100,963,133
5405937,71,2,0.03,4442,4,100,963,20
5012205,178,32,0.18,4442,4,100,963,90
4790475,164,20,0.12,4442,4,100,963,113
3670561,65,9,0.14,4442,4,100,963,85
4384381,87,9,0.1,4442,4,100,963,13
5297733,133,57,0.43,4441,4,100,963,183
4827426,167,22,0.13,4441,4,100,963,110
5347647,98,54,0.55,4442,4,100,963,347
5373542,21,9,0.43,4442,4,100,963,9
5319005,250,64,0.26,4442,4,100,963,258
5214903,128,3,0.02,4442,4,100,963,20
5169181,167,41,0.25,4441,4,100,963,110
4600591,114,54,0.47,4441,4,100,962,204
4157224,106,23,0.22,4441,4,100,962,91
5317240,96,31,0.32,4441,4,100,962,73
5394706,94,12,0.13,4441,4,100,962,46
4367430,83,17,0.2,4441,4,100,962,31
5066010,171,112,0.65,4442,4,100,963,463
5273458,56,26,0.46,4441,4,100,963,143
5404270,100,3,0.03,4441,4,100,963,3
5120882,84,19,0.23,4441,4,100,963,108
4830034,104,18,0.17,4442,4,100,963,95
4104491,49,11,0.22,4442,4,100,963,85
3920495,186,17,0.09,4442,4,100,963,107
5346014,185,81,0.44,4442,4,100,963,296
3638664,175,36,0.21,4444,4,100,963,136
5123003,125,24,0.19,4444,4,100,963,190
5115303,271,63,0.23,4444,4,100,963,260
5213646,32,4,0.12,4444,4,100,963,4
5346148,340,93,0.27,4446,4,100,963,378
5160589,21,14,0.67,4446,4,100,964,36
5390548,109,11,0.1,4446,4,100,964,38
4833154,126,41,0.33,4447,4,100,963,200
4986081,188,2,0.01,4447,4,100,963,15
5396363,85,20,0.24,4447,4,100,963,20
5083225,47,1,0.02,4447,4,100,963,1
5203691,62,11,0.18,4446,4,100,963,35
5381935,193,51,0.26,4446,4,100,963,102
4810452,118,55,0.47,4447,4,100,963,186
5395221,169,64,0.38,4446,4,100,963,108
5396280,31,8,0.26,4446,4,100,963,16
5159604,53,22,0.42,4446,4,100,963,22
5057624,175,19,0.11,4446,4,100,963,75
4147509,110,11,0.1,4446,4,100,963,100
5131946,82,57,0.7,4446,4,100,963,277
5332908,669,37,0.06,4445,4,100,963,139
4034589,165,27,0.16,4445,4,100,963,132
5008665,81,45,0.56,4445,4,100,963,228
4552096,182,35,0.19,4444,4,100,963,130
4233558,238,48,0.2,4446,4,100,963,179
4760071,35,11,0.31,4446,4,100,963,57
4958474,71,33,0.46,4446,4,100,963,127
5410655,187,61,0.33,4447,4,100,963,150
5005212,111,23,0.21,4447,4,100,963,94
3520711,61,1,0.02,4447,4,100,963,8
5395735,179,60,0.34,4446,4,100,963,136
5368087,102,6,0.06,4446,4,100,963,45
5289038,150,0,0.0,4446,4,100,963,45
5180816,211,37,0.18,4445,4,100,962,87
5354603,86,27,0.31,4445,4,100,962,109
5318723,15,5,0.33,4445,4,100,962,10
5207399,66,10,0.15,4444,4,100,962,64
5388711,162,29,0.18,4444,4,100,962,122
5412402,164,2,0.01,4444,4,100,962,2
5122002,136,31,0.23,4444,4,100,962,164
4358498,56,4,0.07,4444,4,100,962,9
5404280,168,48,0.29,4444,4,100,962,217
5355294,295,55,0.19,4445,4,100,962,172
3195850,70,20,0.29,4445,4,100,962,126
5210534,36,21,0.58,4445,4,100,962,71
4639206,175,8,0.05,4445,4,100,962,10
2928777,172,41,0.24,4446,4,100,962,180
5166152,244,107,0.44,4447,4,100,962,458
3434940,80,19,0.24,4446,4,100,962,76
5198297,315,84,0.27,4448,4,100,962,225
4984455,147,62,0.42,4449,4,100,962,318
5388173,10,0,0.0,4449,4,100,962,318
5367397,201,51,0.25,4450,4,100,962,98
4464438,54,13,0.24,4450,4,100,962,31
4980336,87,39,0.45,4446,4,100,961,74
5343369,113,47,0.42,4447,4,100,962,85
4155636,144,12,0.08,4447,4,100,961,53
5196875,74,33,0.45,4446,4,100,961,67
5053389,148,107,0.72,4448,4,100,961,413
5359946,130,23,0.18,4448,4,100,961,70
4773296,155,19,0.12,4449,4,100,961,50
5381254,78,31,0.4,4449,4,100,961,58
2974966,318,16,0.05,4448,4,100,961,80
5289967,254,37,0.15,4448,4,100,961,349
5369098,305,107,0.35,4449,4,100,961,324
2926841,67,8,0.12,4449,4,100,961,30
3762069,217,58,0.27,4451,4,100,962,210
4356265,12,58,4.83,4452,4,101,962,6
5271768,138,65,0.47,4451,4,100,962,295
4985947,94,7,0.07,4452,4,101,962,8
4864423,20,5,0.25,4452,4,101,962,10
5310997,110,6,0.05,4452,4,101,962,10
5403686,130,1,0.01,4452,4,101,962,75
5264526,225,41,0.18,4452,4,101,962,95
4983472,81,6,0.07,4452,4,101,962,35
4552639,246,8,0.03,4451,4,100,962,42
4875703,39,15,0.38,4452,4,101,962,142
4337628,61,8,0.13,4452,4,101,962,55
5403816,130,16,0.12,4452,4,101,962,83
5285902,155,33,0.21,4452,4,101,962,166
5083156,265,36,0.14,4451,4,100,962,96
4934573,102,11,0.11,4450,4,100,962,13
4335274,114,7,0.06,4450,4,100,962,23
4486426,146,40,0.27,4451,4,100,962,254
5295754,339,43,0.13,4447,4,100,961,88
3983314,79,48,0.61,4446,4,100,961,197
5125750,36,16,0.44,4446,4,100,961,67
5060078,76,7,0.09,4446,4,100,961,50
5058777,35,5,0.14,4446,4,100,961,19
5402167,147,46,0.31,4446,4,100,961,183
5397054,91,51,0.56,4446,4,100,961,175
4303751,154,29,0.19,4446,4,100,961,66
5286640,46,24,0.52,4445,4,100,961,94
5327093,132,15,0.11,4445,4,100,960,106
5230954,14,5,0.36,4445,4,100,961,35
3070639,22,0,0.0,4445,4,100,961,1
4517800,239,30,0.13,4445,4,100,961,195
3865589,289,101,0.35,4446,4,100,961,364
5058727,168,59,0.35,4445,4,100,960,168
5257432,176,22,0.12,4445,4,100,960,53
5332149,119,53,0.45,4446,4,100,960,152
3772692,97,39,0.4,4446,4,100,960,147
5302420,174,32,0.18,4446,4,100,961,111
3422168,117,16,0.14,4448,4,100,961,125
4968810,106,26,0.25,4448,4,100,960,126
4887499,355,21,0.06,4447,4,100,960,106
5270410,99,6,0.06,4448,4,100,960,11
5017945,20,6,0.3,4448,4,100,960,11
5164474,142,6,0.04,4448,4,100,960,31
5255328,153,43,0.28,4446,4,100,960,154
3343921,88,28,0.32,4447,4,100,960,103
4666083,385,20,0.05,4448,4,100,960,87
5256793,98,17,0.17,4448,4,100,960,203
4868634,38,8,0.21,4449,4,100,960,60
4444577,208,74,0.36,4451,4,100,961,273
5068200,201,31,0.15,4450,4,100,961,76
4879692,125,47,0.38,4452,4,100,961,150
4827065,90,11,0.12,4452,4,100,961,40
5355491,154,25,0.16,4452,4,100,961,87
4657106,219,92,0.42,4452,4,100,961,333
2938121,94,50,0.53,4452,4,100,961,145
4579596,54,28,0.52,4452,4,100,961,152
5028829,99,20,0.2,4453,4,100,961,36
5294513,224,24,0.11,4452,4,100,961,60
4940284,197,76,0.39,4453,4,100,961,237
5138154,308,101,0.33,4455,4,101,961,347
5265055,4,0,0.0,4455,4,101,961,347
4003050,39,9,0.23,4455,4,101,961,87
4189983,84,1,0.01,4455,4,101,961,3
4915123,103,26,0.25,4455,4,101,961,72
5206206,7,26,3.71,4456,4,101,961,4
5012278,171,49,0.29,4456,4,101,962,237
4933002,114,76,0.67,4456,4,101,962,269
4965310,196,54,0.28,4456,4,101,962,143
4810079,110,24,0.22,4456,4,101,962,117
5060554,90,43,0.48,4456,4,101,961,130
5297921,151,43,0.28,4455,4,101,961,140
4826929,53,11,0.21,4455,4,101,961,117
5404832,274,15,0.05,4455,4,101,961,21
5165101,85,61,0.72,4455,4,101,961,274
5203201,89,6,0.07,4455,4,101,961,8
4835217,60,24,0.4,4455,4,101,961,121
5053111,181,53,0.29,4457,4,101,962,233
4112664,17,2,0.12,4457,4,101,962,37
5311001,225,44,0.2,4458,4,101,962,163
5287650,79,6,0.08,4458,4,101,962,69
4907992,144,21,0.15,4457,4,101,962,79
4939884,49,6,0.12,4457,4,101,962,41
5355063,25,6,0.24,4457,4,101,962,5
5266354,151,17,0.11,4456,4,101,962,17
4735945,24,16,0.67,4457,4,101,962,122
5273096,166,35,0.21,4456,4,101,962,92
5402488,150,50,0.33,4456,4,101,962,149
5069691,131,28,0.21,4456,4,101,962,87
5346278,72,14,0.19,4456,4,101,962,142
4212401,11,2,0.18,4455,4,101,962,71
5197328,25,11,0.44,4456,4,101,962,62
5410319,110,25,0.23,4456,4,101,962,37
2931517,109,21,0.19,4456,4,101,962,32
4331916,189,85,0.45,4455,4,101,962,398
4021572,121,39,0.32,4455,4,101,962,161
5106365,39,19,0.49,4455,4,101,962,138
4780254,86,46,0.53,4454,4,100,962,181
5165911,75,27,0.36,4454,4,100,962,98
5348618,116,20,0.17,4454,4,100,962,35
4195507,25,10,0.4,4454,4,100,962,57
5310862,6,0,0.0,4454,4,100,962,57
5389309,67,42,0.63,4453,4,100,962,55
4409159,161,51,0.32,4454,4,100,962,157
5264033,93,58,0.62,4453,4,100,962,197
5383432,61,42,0.69,4453,4,100,962,44
5333448,50,26,0.52,4452,4,100,962,127
3023513,94,8,0.09,4452,4,100,962,34
4572050,119,47,0.39,4451,4,100,962,118
4565751,65,8,0.12,4452,4,100,962,24
5381113,114,55,0.48,4453,4,100,962,172
2950226,190,53,0.28,4453,4,100,962,229
5394838,271,5,0.02,4452,4,100,962,42
5224799,61,25,0.41,4452,4,100,962,250
4553536,31,3,0.1,4452,4,100,962,19
5367923,129,23,0.18,4453,4,100,963,75
5397362,140,26,0.19,4454,4,100,963,127
5419079,58,20,0.34,4454,4,100,963,54
3598539,35,25,0.71,4454,4,100,963,162
5323821,18,2,0.11,4454,4,100,963,6
5404262,174,55,0.32,4454,4,100,962,280
5004758,82,26,0.32,4454,4,100,962,103
3360438,59,27,0.46,4454,4,100,962,113
5395744,118,10,0.08,4454,4,100,962,120
4717605,65,37,0.57,4454,4,100,962,245
4874971,66,35,0.53,4454,4,100,962,161
5397002,268,27,0.1,4454,4,100,962,188
3110182,208,25,0.12,4455,4,100,963,133
5275005,28,3,0.11,4455,4,100,963,77
5071387,417,69,0.17,4453,4,100,962,290
4351430,41,6,0.15,4453,4,100,962,20
4428818,114,13,0.11,4453,4,100,962,105
4881520,93,51,0.55,4453,4,100,962,202
5173801,225,39,0.17,4452,4,100,962,195
5420063,16,4,0.25,4452,4,100,962,19
4939232,195,22,0.11,4452,4,100,962,53
4492521,107,2,0.02,4452,4,100,962,14
4803005,44,2,0.05,4452,4,100,962,9
5381739,167,31,0.19,4450,4,100,962,42
4869011,32,5,0.16,4451,4,100,962,32
4441781,49,32,0.65,4450,4,100,962,99
3813743,33,11,0.33,4450,4,100,962,59
5324522,191,89,0.47,4451,4,100,962,396
5225414,211,13,0.06,4451,4,100,962,59
5305045,99,14,0.14,4451,4,100,962,91
5324633,138,52,0.38,4450,4,100,962,170
4048554,18,2,0.11,4450,4,100,962,18
4373795,72,10,0.14,4450,4,100,962,30
4573559,156,46,0.29,4450,4,100,962,219
5004253,90,37,0.41,4451,4,100,962,116
4110740,74,15,0.2,4451,4,100,962,84
4216761,54,16,0.3,4451,4,100,962,95
4932777,88,11,0.12,4451,4,100,962,49
4021044,61,5,0.08,4451,4,100,962,65
5413087,199,11,0.06,4451,4,100,962,63
3112556,14,2,0.14,4451,4,100,962,4
4449056,24,6,0.25,4451,4,100,962,6
5396407,84,12,0.14,4450,4,100,962,91
3823863,42,16,0.38,4451,4,100,962,63
3370384,43,15,0.35,4450,4,100,962,75
4472631,49,17,0.35,4449,4,100,961,70
5310443,102,10,0.1,4449,4,100,961,30
5254568,89,8,0.09,4450,4,100,962,14
4323923,26,8,0.31,4449,4,100,961,21
5312094,120,26,0.22,4450,4,100,962,186
5213377,205,71,0.35,4452,4,100,962,276
5116578,15,11,0.73,4452,4,100,962,140
4408332,122,65,0.53,4452,4,100,962,314
4581156,102,42,0.41,4453,4,100,962,239
5319237,191,14,0.07,4452,4,100,962,94
5017499,203,43,0.21,4452,4,100,963,148
5363655,101,7,0.07,4452,4,100,963,24
5131417,36,24,0.67,4452,4,100,963,149
4950821,139,65,0.47,4453,4,100,963,261
5361443,71,20,0.28,4452,4,100,963,60
5383435,178,39,0.22,4453,4,100,963,49
5051512,136,7,0.05,4453,4,100,963,26
5396502,196,42,0.21,4454,4,100,963,66
5380760,35,20,0.57,4454,4,100,963,63
4627263,94,5,0.05,4454,4,100,963,36
4672609,268,15,0.06,4454,4,100,963,98
5106465,56,5,0.09,4454,4,100,963,20
5361421,34,26,0.76,4454,4,100,963,52
4876106,86,32,0.37,4454,4,100,962,158
5405551,43,27,0.63,4454,4,100,963,210
2971035,17,0,0.0,4454,4,100,963,210
4373417,33,12,0.36,4455,4,101,963,97
4004354,75,23,0.31,4454,4,100,963,121
5202619,228,39,0.17,4455,4,101,963,252
5324367,13,39,3.0,4455,4,101,963,17
4045394,17,7,0.41,4456,4,101,963,22
5007554,28,20,0.71,4456,4,101,963,76
3813528,201,25,0.12,4456,4,101,963,90
5195392,67,29,0.43,4456,4,101,963,141
3718344,92,30,0.33,4456,4,101,963,146
4958350,332,45,0.14,4457,4,101,963,207
4889422,135,59,0.44,4452,4,100,962,123
3442931,146,38,0.26,4453,4,101,962,175
5208572,91,30,0.33,4453,4,101,962,75
5169488,50,25,0.5,4453,4,101,962,151
3349614,29,1,0.03,4453,4,101,962,1
4737163,105,15,0.14,4453,4,101,962,50
5083506,224,19,0.08,4453,4,101,962,77
4027413,195,32,0.16,4454,4,101,962,186
5387862,131,23,0.18,4454,4,101,962,98
4703843,87,18,0.21,4454,4,101,962,41
5387842,187,63,0.34,4452,4,101,962,142
5369081,216,48,0.22,4453,4,101,962,207
5050680,76,27,0.36,4453,4,101,962,120
5346839,169,63,0.37,4453,4,101,962,264
5348427,267,48,0.18,4452,4,101,962,132
5395257,102,36,0.35,4452,4,100,962,216
4585923,164,83,0.51,4451,4,100,961,394
4511960,95,35,0.37,4452,4,100,961,179
4678838,107,63,0.59,4453,4,101,962,329
5221083,261,114,0.44,4453,4,101,962,620
5070523,109,29,0.27,4454,4,101,962,51
5231905,171,85,0.5,4456,4,101,962,385
5396394,147,24,0.16,4455,4,101,962,64
2983535,42,4,0.1,4455,4,101,962,10
4487711,41,9,0.22,4454,4,101,962,47
5287268,50,28,0.56,4454,4,101,962,207
4995469,51,20,0.39,4453,4,101,961,49
2931712,314,6,0.02,4453,4,101,962,12
3481158,149,72,0.48,4454,4,101,962,114
4736049,143,20,0.14,4454,4,101,962,102
4578297,248,1,0.0,4454,4,101,962,35
4578390,120,42,0.35,4455,4,101,962,264
5273180,186,60,0.32,4455,4,101,962,362
2974881,167,46,0.28,4456,4,101,962,74
4417511,30,11,0.37,4456,4,101,962,184
5018906,42,18,0.43,4457,4,101,962,100
5354588,64,10,0.16,4457,4,101,962,27
5412026,284,31,0.11,4455,4,101,962,88
5216259,87,12,0.14,4455,4,101,962,79
4957928,54,3,0.06,4455,4,101,962,3
5294962,80,5,0.06,4455,4,101,962,5
5387865,104,25,0.24,4456,4,101,962,142
5419058,72,6,0.08,4456,4,101,962,6
4868970,139,54,0.39,4456,4,101,962,138
5360251,107,61,0.57,4457,4,101,962,236
5334162,206,25,0.12,4457,4,101,962,126
4536733,62,8,0.13,4457,4,101,962,55
4996619,71,15,0.21,4457,4,101,962,67
3735534,83,15,0.18,4456,4,101,962,46
5355449,70,2,0.03,4456,4,101,962,4
3355609,42,8,0.19,4457,4,101,962,52
5412886,165,44,0.27,4457,4,101,962,143
5003073,76,30,0.39,4457,4,101,962,165
5374413,65,5,0.08,4457,4,101,962,19
3321615,151,38,0.25,4456,4,101,962,150
5410438,114,11,0.1,4456,4,101,962,53
5410416,33,2,0.06,4456,4,101,962,2
4959710,103,47,0.46,4457,4,101,962,327
5159581,12,7,0.58,4457,4,101,962,24
5276036,136,18,0.13,4458,4,101,962,110
4122033,73,20,0.27,4457,4,101,962,79
5050562,1,20,20.0,4457,4,101,962,31
4607384,58,12,0.21,4457,4,101,962,24
4020783,79,14,0.18,4457,4,101,962,103
4409917,97,6,0.06,4457,4,101,962,8
4840058,141,46,0.33,4458,4,101,962,122
4514439,172,48,0.28,4458,4,101,962,190
4758711,39,9,0.23,4458,4,101,962,45
5382023,29,11,0.38,4458,4,101,962,17
4093764,2,1,0.5,4458,4,101,962,12
4153934,85,39,0.46,4457,4,101,962,149
5419085,83,29,0.35,4458,4,101,962,51
5354617,90,51,0.57,4457,4,101,962,189
3694253,24,2,0.08,4457,4,101,962,7
5332146,24,8,0.33,4457,4,101,962,19
5415030,279,34,0.12,4457,4,101,962,125
3109035,83,2,0.02,4457,4,101,962,14
5333378,31,6,0.19,4457,4,101,962,34
5206985,24,14,0.58,4457,4,101,962,67
5160387,19,1,0.05,4457,4,101,962,14
5368427,44,15,0.34,4457,4,101,962,65
5168824,98,30,0.31,4457,4,101,962,41
5404904,182,6,0.03,4457,4,101,962,20
5115065,76,8,0.11,4457,4,101,962,17
4889482,62,31,0.5,4457,4,101,962,159
4126409,155,0,0.0,4456,4,101,962,159
4833776,60,26,0.43,4457,4,101,962,152
5108961,75,15,0.2,4457,4,101,962,107
5387569,34,12,0.35,4457,4,101,962,12
5375135,44,14,0.32,4457,4,101,962,21
4899641,58,14,0.24,4457,4,101,962,129
5239592,99,76,0.77,4456,4,101,962,278
5219843,60,29,0.48,4456,4,101,962,59
5025815,83,11,0.13,4456,4,101,962,37
5225384,342,44,0.13,4454,4,101,962,168
4516926,222,19,0.09,4454,4,101,962,62
4940743,87,2,0.02,4454,4,101,962,2
5076235,104,27,0.26,4454,4,101,962,126
5375397,151,45,0.3,4454,4,101,962,76
5105648,53,20,0.38,4454,4,101,962,106
4124475,49,3,0.06,4454,4,101,962,28
5294547,64,17,0.27,4454,4,101,962,43
5248346,149,16,0.11,4455,4,101,962,22
4840902,12,1,0.08,4455,4,101,962,21
3109117,76,25,0.33,4455,4,101,962,67
4915041,289,35,0.12,4455,4,101,962,190
4679323,121,8,0.07,4455,4,101,962,38
5425348,45,4,0.09,4455,4,101,962,69
5402459,87,24,0.28,4455,4,101,962,51
4879521,146,52,0.36,4454,4,101,962,220
4320802,15,0,0.0,4454,4,101,962,5
5202469,135,33,0.24,4455,4,101,962,183
5332096,104,30,0.29,4453,4,101,961,89
4959090,52,24,0.46,4453,4,101,961,103
4742252,121,54,0.45,4454,4,101,961,270
5352897,149,70,0.47,4452,4,100,961,181
5359844,98,17,0.17,4453,4,101,961,145
5140837,92,29,0.32,4452,4,100,961,120
5412629,26,8,0.31,4452,4,100,961,18
5426147,20,7,0.35,4452,4,100,961,53
5317456,131,40,0.31,4452,4,100,961,163
5425168,38,14,0.37,4452,4,100,961,137
5273459,126,30,0.24,4452,4,101,961,182
5402976,41,13,0.32,4453,4,101,961,13
5411514,17,5,0.29,4453,4,101,961,117
5404891,56,37,0.66,4453,4,101,961,139
4740130,7,3,0.43,4453,4,101,961,12
4919968,261,85,0.33,4453,4,101,961,369
5373325,212,21,0.1,4453,4,101,961,180
5304619,63,7,0.11,4453,4,101,961,46
5249989,69,34,0.49,4454,4,101,961,161
4195544,169,51,0.3,4453,4,101,961,207
4758376,35,3,0.09,4454,4,101,961,10
5121110,233,49,0.21,4455,4,101,962,277
4792306,83,0,0.0,4455,4,101,962,19
4704370,73,26,0.36,4455,4,101,962,101
4917065,181,47,0.26,4455,4,101,961,199
3837162,189,47,0.25,4456,4,101,962,231
5254892,43,15,0.35,4456,4,101,962,66
3944836,55,33,0.6,4456,4,101,962,192
5005974,66,18,0.27,4456,4,101,962,79
4478130,64,45,0.7,4456,4,101,962,89
4954019,87,7,0.08,4456,4,101,962,105
3771362,55,31,0.56,4456,4,101,962,108
3899789,15,3,0.2,4456,4,101,962,9
4887973,329,3,0.01,4456,4,101,962,71
4853197,295,6,0.02,4456,4,101,962,19
4692224,36,5,0.14,4456,4,101,962,15
4795376,117,4,0.03,4456,4,101,962,84
5003527,104,29,0.28,4456,4,101,962,74
5350817,142,42,0.3,4456,4,101,962,149
5052985,138,45,0.33,4457,4,101,962,248
3751543,159,11,0.07,4457,4,101,962,31
5361881,85,9,0.11,4457,4,101,962,20
5389204,125,49,0.39,4457,4,101,962,133
2915025,67,14,0.21,4457,4,101,962,41
5412376,214,1,0.0,4457,4,101,962,1
5417523,7,1,0.14,4457,4,101,962,8
5270676,79,45,0.57,4457,4,101,962,208
4706126,61,6,0.1,4457,4,101,962,25
5404860,47,11,0.23,4457,4,101,962,24
5174281,29,16,0.55,4457,4,101,962,26
5211305,200,10,0.05,4457,4,101,962,119
4498319,26,8,0.31,4457,4,101,962,22
4510026,58,6,0.1,4456,4,101,962,28
5404169,223,61,0.27,4456,4,101,962,176
5354672,109,38,0.35,4456,4,101,962,144
5141790,188,73,0.39,4455,4,101,962,266
4940237,48,15,0.31,4455,4,101,962,26
4417549,53,8,0.15,4456,4,101,962,131
5339851,15,5,0.33,4456,4,101,962,99
5347073,162,21,0.13,4456,4,101,962,76
4253549,26,19,0.73,4456,4,101,962,64
4692537,78,44,0.56,4457,4,101,962,255
5355430,168,45,0.27,4457,4,101,962,96
4805437,140,14,0.1,4457,4,101,962,41
5426251,24,5,0.21,4457,4,101,961,61
3402457,55,7,0.13,4457,4,101,962,21
5159306,115,69,0.6,4458,4,101,962,299
5018239,80,3,0.04,4458,4,101,962,11
5083050,11,3,0.27,4458,4,101,962,1
5420621,101,11,0.11,4457,4,101,961,118
5132261,29,11,0.38,4457,4,101,961,118
5426739,114,12,0.11,4457,4,101,962,53
4529926,52,10,0.19,4457,4,101,962,47
4644128,11,1,0.09,4457,4,101,962,138
5074296,165,61,0.37,4456,4,101,962,246
4894765,352,75,0.21,4457,4,101,962,295
5082686,48,5,0.1,4457,4,101,962,7
5427251,2,5,2.5,4457,4,101,962,7
5426155,80,22,0.28,4457,4,101,962,144
3681964,130,12,0.09,4457,4,101,962,36
5418049,56,13,0.23,4457,4,101,962,13
5352797,31,12,0.39,4457,4,101,962,23
5395210,68,28,0.41,4457,4,101,962,112
4092419,38,15,0.39,4457,4,101,962,98
4759874,193,54,0.28,4458,4,101,962,201
5332275,8,0,0.0,4458,4,101,962,25
4264734,154,76,0.49,4458,4,101,962,310
