Driver_ID,Total_Assigned_Requests,Total_Accepted_Requests,Total_Completed_Trips,Total_Cancelled_Trips,Acceptance_Rate,Completion_Rate,Cancellation_Rate,Average_Ride_Distance,Average_Undiscounted_Fare,Average_Ride_Duration,No_Getting_Rating,Getting_Rating_Rate,Total_Trip
4303751,154,78,29,49,50.65,18.83,31.82,4384.88,99.54,1012.94,13,8.44,66
4303765,45,25,16,9,55.56,35.56,20.0,4324.64,100.4,925.08,10,22.22,22
4304577,52,14,10,4,26.92,19.23,7.69,5211.07,114.21,1095.11,8,15.38,22
4305170,86,23,12,11,26.74,13.95,12.79,4043.61,93.83,960.49,5,5.81,38
4313254,30,14,11,3,46.67,36.67,10.0,4467.43,99.0,997.46,4,13.33,33
4313290,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4313771,26,12,6,6,46.15,23.08,23.08,3896.92,90.58,851.06,3,11.54,36
4314261,164,42,27,15,25.61,16.46,9.15,4518.14,100.4,981.62,15,9.15,129
4315314,14,7,7,0,50.0,50.0,0.0,4954.86,104.86,869.29,2,14.29,15
4319875,33,13,3,10,39.39,9.09,30.3,3971.77,92.54,929.63,2,6.06,3
4320802,15,1,0,1,6.67,0.0,6.67,4241.0,97.0,996.12,0,0.0,5
4321540,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4322991,131,79,55,24,60.31,41.98,18.32,4807.85,104.52,989.8,31,23.66,286
4323329,85,54,44,10,63.53,51.76,11.76,4539.63,101.19,951.71,23,27.06,74
4323594,28,17,14,3,60.71,50.0,10.71,5942.94,120.18,1241.79,11,39.29,21
4323923,26,12,8,4,46.15,30.77,15.38,3483.08,89.83,487.71,6,23.08,21
4325997,87,40,26,14,45.98,29.89,16.09,4214.87,97.5,930.49,11,12.64,105
4326246,104,33,24,9,31.73,23.08,8.65,4957.39,109.33,1071.34,10,9.62,89
4329196,1,1,0,1,100.0,0.0,100.0,4241.0,97.0,996.12,0,0.0,5
4329296,38,28,22,6,73.68,57.89,15.79,3981.43,92.86,917.96,6,15.79,88
4329565,245,78,47,31,31.84,19.18,12.65,4582.08,102.47,980.41,27,11.02,206
4330693,2,2,2,0,100.0,100.0,0.0,6146.5,129.0,1015.0,1,50.0,105
4330985,54,16,8,8,29.63,14.81,14.81,5005.87,108.69,1040.75,5,9.26,17
4331031,11,5,5,0,45.45,45.45,0.0,4035.4,96.4,792.4,2,18.18,53
4331277,31,9,4,5,29.03,12.9,16.13,4403.44,100.22,913.4,1,3.23,10
4331866,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4331916,189,132,85,47,69.84,44.97,24.87,4033.78,93.27,901.38,44,23.28,398
4333565,71,3,0,3,4.23,0.0,4.23,4241.0,97.0,996.12,0,0.0,0
4335274,114,10,7,3,8.77,6.14,2.63,4467.1,100.3,1074.84,6,5.26,23
4337628,61,13,8,5,21.31,13.11,8.2,4742.31,104.85,1184.05,6,9.84,55
4337743,19,2,0,2,10.53,0.0,10.53,4241.0,97.0,996.12,0,0.0,0
4341426,98,40,27,13,40.82,27.55,13.27,6888.93,137.72,1349.57,14,14.29,61
4346153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4346771,82,60,58,2,73.17,70.73,2.44,4084.47,92.82,730.95,35,42.68,236
4347031,380,67,30,37,17.63,7.89,9.74,3460.58,88.84,729.34,8,2.11,117
4348063,54,25,8,17,46.3,14.81,31.48,3295.04,85.88,752.68,3,5.56,53
4348071,45,24,13,11,53.33,28.89,24.44,3840.42,89.63,856.64,6,13.33,109
4348516,75,23,14,9,30.67,18.67,12.0,4687.3,102.09,1142.22,5,6.67,148
4348842,33,4,2,2,12.12,6.06,6.06,5382.25,116.25,1266.81,0,0.0,6
4349687,23,14,9,5,60.87,39.13,21.74,3985.5,107.5,767.83,5,21.74,165
4349923,141,74,59,15,52.48,41.84,10.64,4313.62,98.26,871.75,26,18.44,221
4350011,11,9,5,4,81.82,45.45,36.36,4797.22,110.11,907.5,3,27.27,7
4351430,41,20,6,14,48.78,14.63,34.15,3237.1,83.1,760.39,0,0.0,20
4352354,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4352729,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
4353988,167,73,18,55,43.71,10.78,32.93,3843.4,92.14,783.3,6,3.59,39
4354743,52,3,3,0,5.77,5.77,0.0,2287.33,69.33,603.33,1,1.92,9
4356265,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4357327,155,82,25,57,52.9,16.13,36.77,4696.76,104.56,979.68,13,8.39,129
4357418,32,3,2,1,9.38,6.25,3.12,4453.33,98.0,697.04,0,0.0,6
4357652,23,2,0,2,8.7,0.0,8.7,4241.0,97.0,996.12,0,0.0,0
4358221,24,15,7,8,62.5,29.17,33.33,3930.6,91.33,891.27,2,8.33,15
4358301,18,7,5,2,38.89,27.78,11.11,5233.29,111.86,1061.75,3,16.67,48
4358388,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4358498,56,8,4,4,14.29,7.14,7.14,4798.37,105.25,1076.31,2,3.57,9
4360090,200,73,42,31,36.5,21.0,15.5,4548.9,107.97,795.72,19,9.5,150
4360849,17,10,6,4,58.82,35.29,23.53,4996.6,114.1,867.55,2,11.76,13
4361429,1,1,1,0,100.0,100.0,0.0,5063.0,122.0,3.0,0,0.0,1
4364336,129,64,42,22,49.61,32.56,17.05,4395.23,100.19,922.43,22,17.05,146
4364809,35,20,13,7,57.14,37.14,20.0,4352.25,99.95,1085.79,9,25.71,70
4364900,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4364901,101,18,10,8,17.82,9.9,7.92,3282.5,85.17,549.11,7,6.93,81
4365833,17,3,0,3,17.65,0.0,17.65,4241.0,97.0,996.12,0,0.0,1
4365947,13,1,0,1,7.69,0.0,7.69,4241.0,97.0,996.12,0,0.0,0
4366380,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4366452,17,9,6,3,52.94,35.29,17.65,5707.56,117.11,1195.6,5,29.41,31
4367296,1,1,1,0,100.0,100.0,0.0,5958.0,113.0,853.0,0,0.0,2
4367430,83,36,17,19,43.37,20.48,22.89,4162.5,95.83,937.65,10,12.05,31
4369380,10,1,0,1,10.0,0.0,10.0,4241.0,97.0,996.12,0,0.0,0
4371402,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14
4372108,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2
4372392,93,81,62,19,87.1,66.67,20.43,4950.43,112.26,861.79,27,29.03,233
4372708,26,18,10,8,69.23,38.46,30.77,3222.22,83.56,736.83,7,26.92,39
4372753,51,37,28,9,72.55,54.9,17.65,4713.11,102.68,1047.46,11,21.57,95
4373384,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4373417,33,16,12,4,48.48,36.36,12.12,5605.0,120.13,946.03,2,6.06,97
4373795,72,16,10,6,22.22,13.89,8.33,4719.5,104.81,1051.36,5,6.94,30
4373822,1,1,0,1,100.0,0.0,100.0,4241.0,97.0,996.12,0,0.0,11
4374072,50,21,10,11,42.0,20.0,22.0,3838.71,94.48,640.45,3,6.0,21
4374425,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60
4374644,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4374684,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3
4376421,203,137,102,35,67.49,50.25,17.24,4505.68,101.09,942.9,54,26.6,477
4380414,71,22,12,10,30.99,16.9,14.08,4735.14,106.45,5736.01,6,8.45,126
4383608,5,2,2,0,40.0,40.0,0.0,9724.5,178.5,2178.0,2,40.0,2
4384381,87,21,9,12,24.14,10.34,13.79,4095.38,95.76,993.83,5,5.75,13
4386339,31,10,7,3,32.26,22.58,9.68,4758.9,103.7,897.54,4,12.9,87
4386347,3,1,0,1,33.33,0.0,33.33,4241.0,97.0,996.12,0,0.0,4
4391484,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4391733,50,12,6,6,24.0,12.0,12.0,3430.67,84.17,837.65,3,6.0,43
4391741,23,11,10,1,47.83,43.48,4.35,5690.82,116.73,1192.1,4,17.39,152
4392774,27,11,7,4,40.74,25.93,14.81,3437.73,86.18,781.14,2,7.41,20
4393131,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11
4393331,37,10,6,4,27.03,16.22,10.81,5313.8,115.2,1174.75,1,2.7,129
4393709,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23
4397184,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2
4397579,54,18,6,12,33.33,11.11,22.22,4826.33,104.72,1010.47,3,5.56,42
4398856,26,12,9,3,46.15,34.62,11.54,4663.08,101.0,1092.28,3,11.54,55
4407129,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4407878,11,1,0,1,9.09,0.0,9.09,4241.0,97.0,996.12,0,0.0,33
4408251,37,11,8,3,29.73,21.62,8.11,5631.45,116.18,1092.12,2,5.41,20
4408253,30,23,20,3,76.67,66.67,10.0,4709.65,100.7,876.93,7,23.33,53
4408305,58,37,14,23,63.79,24.14,39.66,4641.7,104.03,1161.08,5,8.62,50
4408332,122,73,65,8,59.84,53.28,6.56,4975.67,109.58,1073.1,36,29.51,314
4409159,161,81,51,30,50.31,31.68,18.63,4569.01,101.52,1085.02,23,14.29,157
4409274,59,11,8,3,18.64,13.56,5.08,4056.18,92.36,887.03,3,5.08,57
4409917,97,13,6,7,13.4,6.19,7.22,4668.0,102.15,1123.22,3,3.09,8
4412432,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,36
4412536,8,4,3,1,50.0,37.5,12.5,4062.5,91.75,600.78,1,12.5,27
4413887,57,23,23,0,40.35,40.35,0.0,5135.48,110.04,1400.3,6,10.53,148
4414917,15,13,11,2,86.67,73.33,13.33,3690.62,87.38,774.56,4,26.67,70
4414940,133,28,17,11,21.05,12.78,8.27,3456.57,85.75,891.41,9,6.77,83
4415389,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4415447,18,7,4,3,38.89,22.22,16.67,5255.43,110.86,963.91,2,11.11,24
4416219,42,14,12,2,33.33,28.57,4.76,4769.86,104.36,1116.3,5,11.9,31
4416220,119,67,28,39,56.3,23.53,32.77,3918.91,93.03,866.36,8,6.72,119
4417366,9,5,5,0,55.56,55.56,0.0,4651.0,107.0,728.0,2,22.22,22
4417511,30,11,11,0,36.67,36.67,0.0,6706.91,134.64,1258.91,5,16.67,184
4417549,53,15,8,7,28.3,15.09,13.21,5247.4,110.93,1058.19,2,3.77,131
4418277,4,2,0,2,50.0,0.0,50.0,4241.0,97.0,996.12,0,0.0,6
4420518,43,8,4,4,18.6,9.3,9.3,5392.25,110.25,1241.94,2,4.65,20
4420690,18,16,13,3,88.89,72.22,16.67,3933.75,91.56,1015.65,3,16.67,103
4421190,12,5,5,0,41.67,41.67,0.0,4566.8,99.4,817.6,4,33.33,14
4423322,16,7,6,1,43.75,37.5,6.25,4162.43,97.14,957.87,2,12.5,26
4423445,94,72,23,49,76.6,24.47,52.13,4120.82,96.79,882.22,13,13.83,87
4423909,3,1,1,0,33.33,33.33,0.0,2906.0,74.0,472.0,0,0.0,3
4423937,48,10,7,3,20.83,14.58,6.25,4316.2,96.2,977.14,3,6.25,44
4424145,358,177,83,94,49.44,23.18,26.26,4796.32,105.51,1038.59,43,12.01,292
4424694,71,37,21,16,52.11,29.58,22.54,4077.95,94.59,948.16,10,14.08,102
4424724,38,18,16,2,47.37,42.11,5.26,3773.78,87.83,806.01,8,21.05,107
4424797,136,59,40,19,43.38,29.41,13.97,3924.44,91.8,1105.94,19,13.97,149
4425101,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8
4425346,31,20,20,0,64.52,64.52,0.0,4343.6,97.2,859.55,10,32.26,93
4425941,65,33,15,18,50.77,23.08,27.69,4238.52,96.24,1005.1,8,12.31,53
4426020,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4428002,52,34,26,8,65.38,50.0,15.38,4663.24,101.65,846.65,16,30.77,99
4428818,114,25,13,12,21.93,11.4,10.53,4277.8,97.24,898.18,6,5.26,105
4430615,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4431252,22,8,6,2,36.36,27.27,9.09,4958.25,107.0,1018.66,3,13.64,26
4432882,11,2,1,1,18.18,9.09,9.09,2151.5,71.0,498.56,1,9.09,5
4433297,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3
4434650,120,43,18,25,35.83,15.0,20.83,4034.63,94.84,785.51,11,9.17,45
4435017,423,64,32,32,15.13,7.57,7.57,4311.72,99.25,902.5,13,3.07,86
4440532,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4440652,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4441147,18,12,8,4,66.67,44.44,22.22,5041.83,111.67,925.04,4,22.22,23
4441562,27,6,4,2,22.22,14.81,7.41,3988.83,91.0,813.21,3,11.11,7
4441781,49,38,32,6,77.55,65.31,12.24,4029.68,96.58,844.68,9,18.37,99
4442119,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4443257,36,22,13,9,61.11,36.11,25.0,4172.59,96.05,720.69,7,19.44,61
4444577,208,87,74,13,41.83,35.58,6.25,5522.75,116.71,1121.32,35,16.83,273
4445887,65,12,5,7,18.46,7.69,10.77,5573.0,115.75,1188.49,3,4.62,23
4448069,31,5,4,1,16.13,12.9,3.23,4418.6,105.6,741.02,1,3.23,18
4449056,24,6,6,0,25.0,25.0,0.0,3755.83,91.17,777.0,1,4.17,6
4449538,75,21,15,6,28.0,20.0,8.0,3522.81,88.67,638.42,7,9.33,45
4449884,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4450505,108,47,36,11,43.52,33.33,10.19,4755.79,105.77,1020.11,21,19.44,164
4450526,41,10,8,2,24.39,19.51,4.88,4877.6,104.0,972.72,1,2.44,36
4451700,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
4463498,42,6,0,6,14.29,0.0,14.29,4241.0,97.0,996.12,0,0.0,4
4463621,10,2,1,1,20.0,10.0,10.0,2215.5,71.0,831.56,1,10.0,3
4464332,196,97,73,24,49.49,37.24,12.24,5013.36,108.88,1102.24,36,18.37,382
4464438,54,17,13,4,31.48,24.07,7.41,4053.71,98.88,854.85,6,11.11,31
4464698,247,29,18,11,11.74,7.29,4.45,2823.07,76.17,621.53,10,4.05,66
4465138,284,64,13,51,22.54,4.58,17.96,4180.08,96.64,903.08,4,1.41,67
4465175,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4465335,26,6,5,1,23.08,19.23,3.85,4892.0,102.83,928.52,1,3.85,12
4465421,57,45,33,12,78.95,57.89,21.05,5145.49,109.76,1180.21,18,31.58,205
4465526,67,19,12,7,28.36,17.91,10.45,4660.74,102.42,962.2,5,7.46,72
4465655,65,5,1,4,7.69,1.54,6.15,4349.4,101.4,964.7,0,0.0,52
4465664,32,16,9,7,50.0,28.12,21.88,5132.56,111.75,1043.37,4,12.5,108
4466671,78,38,26,12,48.72,33.33,15.38,3621.13,87.08,756.86,17,21.79,68
4468136,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4468201,31,2,0,2,6.45,0.0,6.45,4241.0,97.0,996.12,0,0.0,0
4468616,98,29,3,26,29.59,3.06,26.53,4151.17,95.97,894.28,3,3.06,3
4471223,92,19,0,19,20.65,0.0,20.65,4241.0,97.0,996.12,0,0.0,7
4472345,22,2,0,2,9.09,0.0,9.09,4241.0,97.0,996.12,0,0.0,0
4472358,170,126,89,37,74.12,52.35,21.76,4871.75,106.6,962.39,52,30.59,316
4472618,288,48,2,46,16.67,0.69,15.97,4151.79,95.83,954.68,1,0.35,3
4472631,49,25,17,8,51.02,34.69,16.33,3653.68,89.8,780.48,12,24.49,70
4473097,4,3,1,2,75.0,25.0,50.0,6196.33,125.33,1328.75,0,0.0,9
4473248,16,8,5,3,50.0,31.25,18.75,3116.25,85.38,581.3,2,12.5,43
4473842,82,30,22,8,36.59,26.83,9.76,5155.8,109.57,934.5,16,19.51,116
4473888,1,1,0,1,100.0,0.0,100.0,4241.0,97.0,996.12,0,0.0,6
4477982,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3
4478130,64,47,45,2,73.44,70.31,3.12,4272.45,97.57,994.13,26,40.62,89
4479192,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4479381,44,35,30,5,79.55,68.18,11.36,4326.57,98.2,922.33,10,22.73,89
4479481,17,7,3,4,41.18,17.65,23.53,4026.57,92.86,1048.07,0,0.0,53
4479930,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2
4480466,43,13,5,8,30.23,11.63,18.6,4227.08,96.54,826.92,3,6.98,11
4480545,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,37
4480847,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10
4485666,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4485850,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4486278,60,46,35,11,76.67,58.33,18.33,3998.26,91.15,899.51,24,40.0,126
4486294,32,15,12,3,46.88,37.5,9.38,4392.53,99.27,1182.76,6,18.75,112
4486334,169,64,17,47,37.87,10.06,27.81,4582.72,101.56,1026.28,12,7.1,51
4486426,146,54,40,14,36.99,27.4,9.59,4971.31,107.72,1024.24,20,13.7,254
4486635,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4486760,110,43,17,26,39.09,15.45,23.64,4248.58,99.42,958.33,10,9.09,39
4487064,168,68,46,22,40.48,27.38,13.1,4740.35,102.47,1101.28,26,15.48,286
4487174,50,10,8,2,20.0,16.0,4.0,5240.2,108.8,1309.82,5,10.0,69
4487711,41,9,9,0,21.95,21.95,0.0,3975.0,92.67,899.0,4,9.76,47
4489028,148,31,16,15,20.95,10.81,10.14,4742.77,104.94,929.87,10,6.76,38
4489917,54,37,19,18,68.52,35.19,33.33,4695.22,104.89,1019.6,13,24.07,146
4491926,70,7,0,7,10.0,0.0,10.0,4241.0,97.0,996.12,0,0.0,0
4492069,93,44,28,16,47.31,30.11,17.2,4609.64,101.43,892.68,10,10.75,158
4492521,107,22,2,20,20.56,1.87,18.69,4216.91,96.32,976.2,1,0.93,14
4493103,52,14,12,2,26.92,23.08,3.85,4156.14,94.43,851.52,5,9.62,39
4493151,2,1,0,1,50.0,0.0,50.0,4241.0,97.0,996.12,0,0.0,1
4493282,4,4,3,1,100.0,75.0,25.0,4847.75,103.75,936.03,1,25.0,40
4493375,79,18,14,4,22.78,17.72,5.06,4576.11,100.61,1123.42,2,2.53,55
4493566,52,18,6,12,34.62,11.54,23.08,3996.5,93.89,1043.58,3,5.77,43
4494042,74,23,18,5,31.08,24.32,6.76,4572.17,100.83,1084.11,6,8.11,45
4495750,10,1,1,0,10.0,10.0,0.0,9240.0,174.0,1802.0,1,10.0,2
4498092,6,3,0,3,50.0,0.0,50.0,4241.0,97.0,996.12,0,0.0,8
4498157,67,52,44,8,77.61,65.67,11.94,3657.4,89.58,734.4,21,31.34,93
4498291,60,41,29,12,68.33,48.33,20.0,5086.39,108.37,1112.26,14,23.33,218
4498319,26,12,8,4,46.15,30.77,15.38,5138.83,112.92,997.79,3,11.54,22
4498853,123,38,21,17,30.89,17.07,13.82,4656.21,103.95,1081.61,9,7.32,63
4499526,24,6,4,2,25.0,16.67,8.33,5287.83,111.0,1202.37,3,12.5,13
4500882,13,3,2,1,23.08,15.38,7.69,5922.33,119.67,839.71,1,7.69,24
4505534,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4506203,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4510026,58,26,6,20,44.83,10.34,34.48,4025.23,93.88,930.71,2,3.45,28
4510388,70,50,32,18,71.43,45.71,25.71,2693.48,72.8,614.66,18,25.71,147
4510572,72,31,23,8,43.06,31.94,11.11,4453.52,102.94,847.64,10,13.89,200
4511279,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4511527,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7
4511563,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4511571,14,4,2,2,28.57,14.29,14.29,5229.0,111.0,1142.06,0,0.0,13
4511577,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9
4511811,3,1,0,1,33.33,0.0,33.33,4241.0,97.0,996.12,0,0.0,0
4511903,41,7,4,3,17.07,9.76,7.32,4719.0,102.14,1163.2,2,4.88,32
4511960,95,55,35,20,57.89,36.84,21.05,5060.64,109.11,1074.66,21,22.11,179
4511963,1,1,0,1,100.0,0.0,100.0,4241.0,97.0,996.12,0,0.0,0
4512381,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4514439,172,78,48,30,45.35,27.91,17.44,4364.85,99.86,864.53,24,13.95,190
4516025,65,30,22,8,46.15,33.85,12.31,4830.5,104.8,1072.27,9,13.85,74
4516334,60,12,6,6,20.0,10.0,10.0,4718.5,103.33,1054.9,2,3.33,37
4516926,222,73,19,54,32.88,8.56,24.32,4474.86,100.81,958.12,12,5.41,62
4517057,167,74,45,29,44.31,26.95,17.37,4684.26,102.62,1059.51,20,11.98,158
4517432,19,8,7,1,42.11,36.84,5.26,4142.88,94.0,771.77,4,21.05,95
4517800,239,38,30,8,15.9,12.55,3.35,4762.21,103.61,971.76,18,7.53,195
4518689,55,23,5,18,41.82,9.09,32.73,4484.57,101.43,919.79,1,1.82,19
4519517,68,9,0,9,13.24,0.0,13.24,4241.0,97.0,996.12,0,0.0,37
4519589,22,3,1,2,13.64,4.55,9.09,3419.0,83.67,921706.75,1,4.55,1
4520568,5,2,1,1,40.0,20.0,20.0,4378.0,97.5,1050.06,0,0.0,20
4523584,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18
4524411,102,49,5,44,48.04,4.9,43.14,4465.92,100.22,1032.97,4,3.92,53
4525054,76,26,14,12,34.21,18.42,15.79,4689.85,104.54,967.67,5,6.58,39
4525331,128,84,67,17,65.62,52.34,13.28,4876.94,105.93,1130.55,26,20.31,349
4529500,4,2,1,1,50.0,25.0,25.0,6221.0,125.0,1541.06,0,0.0,6
4529583,37,17,9,8,45.95,24.32,21.62,4522.59,103.94,1154.29,2,5.41,44
4529926,52,18,10,8,34.62,19.23,15.38,4325.39,117.44,958.78,6,11.54,47
4530279,13,12,9,3,92.31,69.23,23.08,4180.42,94.33,756.28,2,15.38,39
4531224,20,4,3,1,20.0,15.0,5.0,3868.25,90.75,815.28,2,10.0,117
4531818,69,45,28,17,65.22,40.58,24.64,3921.18,93.04,907.87,16,23.19,147
4532374,82,42,27,15,51.22,32.93,18.29,5090.17,108.86,1071.9,14,17.07,133
4534594,17,1,1,0,5.88,5.88,0.0,6295.0,123.0,947.0,0,0.0,3
4535225,5,3,1,2,60.0,20.0,40.0,4972.0,107.0,1045.42,0,0.0,9
4535640,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4536703,18,8,8,0,44.44,44.44,0.0,5908.5,119.75,1057.25,2,11.11,23
4536733,62,21,8,13,33.87,12.9,20.97,4322.05,100.57,960.93,4,6.45,55
4536759,8,3,0,3,37.5,0.0,37.5,4241.0,97.0,996.12,0,0.0,0
4536821,141,64,44,20,45.39,31.21,14.18,4945.23,108.53,1073.57,18,12.77,159
4537035,86,15,11,4,17.44,12.79,4.65,3670.73,88.87,688.83,5,5.81,14
4537393,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
4538988,133,34,20,14,25.56,15.04,10.53,4186.85,98.03,975.93,16,12.03,48
4540166,123,50,41,9,40.65,33.33,7.32,4750.82,104.38,1028.62,27,21.95,171
4540397,4,1,1,0,25.0,25.0,0.0,9380.0,171.0,1864.0,0,0.0,1
4540772,113,91,81,10,80.53,71.68,8.85,4331.49,99.78,922.89,45,39.82,261
4541189,36,13,8,5,36.11,22.22,13.89,5132.69,108.69,1139.05,4,11.11,25
4541499,138,58,44,14,42.03,31.88,10.14,4689.9,104.17,981.6,22,15.94,189
4541735,9,2,1,1,22.22,11.11,11.11,4448.5,107.0,821.06,0,0.0,3
4541864,120,38,2,36,31.67,1.67,30.0,4225.18,96.79,961.41,0,0.0,14
4541888,7,2,2,0,28.57,28.57,0.0,5336.5,111.5,895.5,1,14.29,36
4541994,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4546226,47,10,5,5,21.28,10.64,10.64,4433.3,100.4,907.26,3,6.38,19
4548795,18,7,0,7,38.89,0.0,38.89,4241.0,97.0,996.12,0,0.0,0
4551598,2,1,1,0,50.0,50.0,0.0,4361.0,95.0,885.0,0,0.0,30
4552096,182,64,35,29,35.16,19.23,15.93,4045.05,93.42,931.13,13,7.14,130
4552639,246,35,8,27,14.23,3.25,10.98,4115.09,96.0,905.35,2,0.81,42
4553073,31,9,2,7,29.03,6.45,22.58,5077.33,103.44,2198.76,2,6.45,6
4553536,31,6,3,3,19.35,9.68,9.68,2356.0,71.0,498.4,2,6.45,19
4553688,15,3,2,1,20.0,13.33,6.67,3415.67,94.0,906.37,1,6.67,22
4553888,92,39,37,2,42.39,40.22,2.17,4503.31,101.62,960.72,24,26.09,178
4554267,29,25,24,1,86.21,82.76,3.45,5013.76,109.16,1132.36,11,37.93,91
4554374,118,48,37,11,40.68,31.36,9.32,4403.19,102.38,873.55,19,16.1,67
4555145,175,60,32,28,34.29,18.29,16.0,4919.38,106.47,1015.89,19,10.86,137
4555172,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4557650,53,40,23,17,75.47,43.4,32.08,4134.77,95.08,897.13,13,24.53,113
4558413,11,6,5,1,54.55,45.45,9.09,3971.33,93.17,772.02,3,27.27,31
4558570,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
4558916,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4559491,45,21,13,8,46.67,28.89,17.78,4348.19,97.24,869.09,7,15.56,25
4564735,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6
4564875,123,22,15,7,17.89,12.2,5.69,4357.5,98.95,908.9,9,7.32,30
4565655,118,22,19,3,18.64,16.1,2.54,5257.09,112.64,1203.79,13,11.02,68
4565751,65,13,8,5,20.0,12.31,7.69,5387.77,111.92,1185.28,1,1.54,24
4566089,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4566126,5,1,1,0,20.0,20.0,0.0,11496.0,202.0,2094.0,1,20.0,1
4566970,11,9,6,3,81.82,54.55,27.27,4740.89,102.22,1056.71,1,9.09,31
4571158,92,62,27,35,67.39,29.35,38.04,3615.52,87.47,784.86,12,13.04,101
4571377,14,12,8,4,85.71,57.14,28.57,4408.58,97.08,916.62,6,42.86,55
4571445,59,51,23,28,86.44,38.98,47.46,3602.63,87.76,774.54,12,20.34,35
