ride_id,driver_id
790AMG,3837162
790B97,5086583
790BQG,5169474
790BQG,4479481
790BQG,5354588
790BQG,5082585
790CI2,5248346
790CI2,4329565
790CI2,5404169
790DCF,5250472
790DCF,3868775
790DCF,5368278
790DOR,4740834
790DRN,4604790
790FMH,5317465
790FNL,5418551
790I15,5412213
790I15,5374736
790I71,5404904
790IFT,5355449
790IFT,3433573
790IFT,5004248
790ILT,4655787
790ILT,4624237
790J3Q,5369098
790KSP,4672272
790KSP,4408332
790LNC,5139500
790M4R,5348233
790MDG,4873318
790OJH,3096858
790OJH,5295948
790OJH,4416219
790OJH,4867768
790OJH,4875703
790OTK,5419022
790PA2,5270397
790PA2,3521193
790PA2,4126536
790PA2,5296824
790PA2,3626950
790PMJ,5116282
790Q77,3501304
790QQD,5420424
7912TO,5354650
7912TO,5179681
791416,3350754
791416,4856723
791416,5266108
791416,3132920
79146J,5219143
79146J,5384160
79146J,4940743
7915KF,5324522
7916NG,4627021
791746,5367923
791746,4486426
7918BH,4124475
7918BH,5367468
791A7R,4746082
791B20,2974881
791B20,5319842
791B20,4970994
791B20,5004758
791BP3,4879521
791GMJ,5387467
791HPO,4649420
791HPO,5412026
791HPO,5348427
791HPO,5020187
791IEN,3360438
791IEN,5226367
791LM5,5347884
791M8E,4797272
791MG4,3399291
791MG4,2950226
791MJA,3243415
791OC9,5361875
791OC9,3886324
791OC9,3876668
791OC9,4357327
791P69,4045906
791P69,4887499
791P69,5394838
7920C2,5419151
7920C2,5402110
7921L4,2950226
7921L4,4121747
7921L4,4335274
7923BB,5347884
7923NO,5391862
7923RK,5332163
7923RK,4740834
7925TR,5375397
7925TR,3678744
79269I,4803005
79269I,4986081
79269I,5005974
79269I,5076235
79269I,5302183
79269I,5317465
79269I,5302790
792984,3231684
792B4T,5256384
792B4T,4552096
792C7J,5069691
792C7J,5053890
792ES5,3090872
792FRO,4024081
792HC8,5170666
792HC8,5327808
792HC8,4672609
792HC8,4182411
792HC8,4541499
792HC8,4207288
792HC8,4291437
792HJ9,5363152
792JPP,5228217
792JPP,4373795
792JPP,5402110
792JPP,4295655
792JPP,4517800
792JPP,4879521
792NF5,4778792
792OIT,5354559
792Q3L,4517800
792QQR,4626074
792TAT,5166041
792TAT,5185459
793452,5411571
79358B,2894948
79358B,5210834
79358B,5410571
79358B,3231684
79358B,5361511
79373P,5058733
79373P,4970994
79373P,4666083
79373P,5350817
79373P,5318906
79381T,5303987
79381T,4435017
79381T,5198213
79381T,5405146
79381T,4874345
79381T,4853197
79381T,5026569
7939PB,4428002
793B4S,5160589
793BGJ,4372708
793BGJ,5204340
793BJK,5206289
793CBB,4666083
793CBB,5289967
793CGL,5270397
793CGL,5404434
793ITC,4494042
793ITC,4013916
793ITC,2950334
793ITC,5381254
793JOS,5354650
793JOS,5426739
793JOS,5116282
793JOS,5396999
793JOS,4579638
793JOS,5302142
793KHP,5250030
793KHP,5206216
793KRE,4751636
793N3H,4867741
793N3H,4986157
793N3H,5339230
79415R,4666083
79415R,3110182
7941M4,4911391
7941M4,5395083
7941M4,5255389
7941M4,5402543
7941M4,4514439
79451A,4028165
7945PG,4364336
7947RQ,4724083
7947RQ,3813528
7947RQ,5039886
7947RQ,3718344
7947RQ,5276036
7947RQ,5083156
794AB5,5206192
794AFB,4155636
794AFB,5378395
794AFB,5195392
794AFB,4967571
794AFB,4435017
794AFB,4259559
794AFB,4417549
794AFB,5319842
794DAB,5213425
794DAB,4805437
794DAB,4347031
794DAB,5348756
794DAB,5355430
794DAB,5239592
794DSA,3520711
794DSA,5229395
794DSA,4465138
794DSA,5317096
7.94E+04,4510026
7.94E+04,4259559
7.94E+04,4917065
7.94E+04,4448069
794JDC,5303157
794JMN,3820852
794JN4,5324633
794KFF,4347031
794KFF,5381935
794KFF,5011029
794KFF,5326464
794KPR,5404832
794KPR,5122730
794KS2,4516926
794KS2,5137931
794KS2,5164950
794LFM,5055770
794LFM,4959958
794LFM,4854712
794LFM,5187545
794LLH,5071387
794LLH,5412886
794M5K,5333570
794OKQ,5018239
794OKQ,5390040
794ON7,2895664
794OQR,3475712
794OQR,5297733
794OT1,5318877
794OT1,3060896
794PP3,4996153
794R1F,5352906
794R1F,5289967
794R33,4186809
794SK7,2931712
794SK7,5289364
794SK7,5426762
794TJ7,3990972
794TNP,3751543
794TPO,3990972
795054,4907992
795054,5374557
7950A0,4468616
7950A0,5019177
7950FP,5302790
7950FP,2894948
7950FQ,5083156
7950FQ,4745683
7950IT,3475712
7950KE,4716906
79522E,5412769
7952T5,4511960
7953JA,4640472
7953JA,4917065
7953JA,3399291
7953NP,4894765
7953NP,5225384
795426,3936119
795426,5428301
79549F,4552639
79549F,5221083
79550P,3837162
79550P,5373431
79550P,3415421
79550P,5115463
79550P,5368344
795568,5137931
795568,2940519
795568,4649481
795588,5302790
795588,3751543
795588,5026118
795588,4894765
795588,4298705
795588,5360289
79572K,4032416
7957MF,5286799
7957MF,4736049
7957MF,5250030
79590I,5069166
7959H5,5019119
7959H5,4751686
7959H5,3090872
7959H5,4791202
7959H5,4092419
7959H5,5369098
7959JD,5316975
795EIQ,5012278
795F92,5404803
795HNB,4536821
795ITI,5236416
795ITI,5373224
795ITI,5396076
795ITI,5239971
795J90,5410571
795J90,5250030
795J90,4425941
795J90,4126409
795J90,5362388
795JII,5372865
795JII,5032504
795N9T,5395083
795N9T,4984820
795N9T,5404962
795NLC,5256215
795NLC,5255426
795NLC,5346148
795NLC,5310997
795ODF,3218143
795P82,5426739
795P82,4760860
795QH4,5137931
795QH4,5211972
795QH4,5139894
795R90,5254568
795R90,2940519
795S00,3419580
795S00,4959958
795S00,3762069
795S00,5348826
7963BO,3944836
7963BO,4420518
7963BO,5323965
7963BO,5317507
7963RJ,3218143
79653B,4741654
79653B,5003527
79653B,5305045
79653B,5316975
79676B,5426523
79679T,5123003
79679T,5297733
79679T,2894948
79679T,5228217
7968IM,5384160
7968IM,4425941
7968IM,5418636
7968IM,5354572
7968IM,4207288
7968IM,4221617
7968IM,5338870
7969HF,4867741
7969HF,4498092
796A1H,3415421
796C0F,5258211
796C0F,5165907
796C0F,4942239
796C0F,5121110
796C0F,5325055
796C50,4468616
796CJ1,5053111
796CJ1,4364336
796DI4,5402459
796DI4,4958007
796DI4,5164474
796DI4,5368278
796ED4,4059435
796ED4,5214903
796HLO,5272566
796IAB,5122730
796IAB,5373224
796IAB,5333150
796IAB,3401681
796K16,5426739
796K16,5397309
796L9T,5181071
796L9T,5397342
796O0O,5395399
796O0O,5316614
796P3E,4797623
796P3E,5174524
796P9A,5341175
796P9A,5397002
796Q0N,3218143
796Q5H,4705535
796Q5H,5368278
796QG5,4335274
796QG5,4468201
796QG5,5071047
796QG5,4792306
796QLF,5355294
796QLF,4882143
796QNF,5361513
796QNF,5067585
796QNF,4228298
796QNF,5174524
796QNF,5115463
796RD3,5165907
796RD3,5331077
796RDQ,4705535
796RDQ,5410635
796RDQ,4341426
796RDQ,5412402
796RDQ,5404192
796RO9,4792306
796RO9,2931712
796RO9,4797272
796S2S,5137931
796S2S,5395399
796S2S,2931712
796S2S,5339448
796S2S,4705535
796S6C,5302183
796S6C,5297921
796SCF,5360289
796SCF,5412376
796SCF,5124702
796SCF,5137931
796SCF,5017599
796SID,5319237
796SID,5412026
796SS7,5388303
796SS7,5210834
796SS7,5415030
796SS7,5368087
796SS7,5387842
796SS7,3360438
79704J,5324522
79704J,5250030
79704J,4360090
79704J,5426172
79704J,4662188
7970J0,5157604
7970J0,2931712
7970J0,5165907
7970J0,4970812
7970J0,5404192
7970J0,5339448
7970O6,5404192
7970O6,4498853
7970R0,5404192
7970R0,5350817
7970R0,5333905
7970R0,4498853
7970R0,4970812
7970R0,2886584
797158,5415030
7971TH,4516926
7971TH,5319237
7971TH,3243390
79726Q,5426850
79726Q,5106509
7972FF,3243390
7972FF,5164805
7972IK,5415030
7972IK,4834241
7972IK,5402488
7972IK,5412081
7972IK,5053389
797359,2886584
797359,5276173
797359,5419085
797359,5286887
7975Q2,3452591
7975QH,4940743
7975QH,5412532
79773S,4712098
79773S,5367397
7978PI,4434650
7978PI,5387467
7978PI,4554374
797AQK,5060871
797AQK,5341186
797BK1,5003854
797C8N,5212014
797C8N,5412376
797C8N,5019177
797C9L,5395399
797C9L,5019177
797CIM,5106509
797CIM,4712098
797CIM,4554374
797CMC,4658403
797CMC,5110612
797CMC,5319237
797CMC,5082585
797D3A,4009983
797D3A,5419085
797D3A,5327808
797D74,5402459
797D74,5180816
797D74,5027247
797D9M,5029226
797D9M,4647808
797EDT,5318550
797EJK,5404962
797F28,5366602
797F4A,3810589
797F4A,4919968
797FII,2886584
797FII,4333565
797FII,5216259
797FII,5425048
797GQI,5250030
797H06,5347073
797H06,4465138
797H3H,5137931
797H4R,5019177
797H4R,5347073
797H4R,5413087
797I0Q,5106446
797J7E,5415030
797JR1,4662188
797JR1,4254553
797JR1,5233854
797K3E,5297310
797L0A,5273061
797LA7,5362332
797NOB,5406151
797QT8,5406151
797QT8,4263775
797QT8,5341175
797QT8,5426155
797QT8,5309384
797R6H,5426155
797R6H,3951792
797RE6,5309384
797RFH,5354034
797RFH,5289364
797RFH,3500720
797RFH,5348427
797RFH,4347031
797RFH,5388303
797RIC,5415030
797RIC,5378395
797RIC,3442931
797RKK,3634447
797T0E,4579461
797T0E,3954133
797TRQ,4894765
797TRQ,4465138
797TRQ,4922405
79803M,3355215
79804B,3762058
79804B,3527160
79804B,5049683
79804B,5226786
7980GE,5049683
7980GE,5071387
7980GE,3527160
7980GE,4888253
7980GE,5132205
79816Q,5055770
79816Q,4968719
79816Q,5416768
79816Q,5354521
798222,5146462
798222,5426172
7982IS,5226849
7982IS,3143007
7982IS,5252919
7982IS,5404933
7982IS,5355491
7982JQ,5404169
79848S,5216259
7984OE,3951792
7985B2,5339129
7985B2,5239592
7985B2,5312059
7985B2,5317450
7986OR,5348427
7986OR,4748299
7986OR,4633592
7986OR,4298705
7986TF,5106509
7987CR,5333905
79883I,5425369
7988HR,5389748
7988LF,5265138
798B1B,5354672
798B1B,5249560
798B1B,5324633
798B1B,4751686
798B7N,5412094
798B7N,4693702
798B7N,4966880
798B7N,5334162
798BRD,5433621
798BRD,5352906
798C0M,4735867
798C0M,3907489
798CFI,4153896
798CHF,5374235
798D6F,4889482
798D6F,5366602
798D6F,4314261
798D6F,4957886
7.98E+34,3698459
798E3M,5383391
798E3M,3820335
798E3M,3075437
798ESF,4968810
798F43,5051512
798F4G,4153896
798F4G,5008665
798F4G,5389673
798FG2,5256384
798FG2,4372753
798I5I,5164670
798I5I,3243415
798I5I,4672644
798IF5,4984455
798K3B,4565751
798K3B,5121588
798K7N,5204436
798KRC,5317240
798LCN,4464698
798LCN,2895351
798LCN,5090027
798LCN,5297495
798LCN,4592639
798LCN,5338203
798LJH,4464698
798LJH,4844510
798LJH,3854963
798LJH,2895351
798MCL,4803994
798OE8,4040384
798P1L,4803994
798PIA,5352796
798PIA,5346362
798PP2,4464698
798PTO,4364901
798PTO,4703938
798QHA,4691104
798RD4,4911391
798RD4,5374235
798RD4,3896826
798RD4,5383435
798RD4,4264497
798RD4,5060554
798RD4,4958007
798T39,4950821
798TP5,4705535
798TP5,5339129
798TP5,4112672
798TSQ,5324300
798TSQ,5366602
798TSQ,5383435
798TSQ,5313093
798TSQ,4652099
798TTA,5285826
798TTA,5415030
7990F2,5224799
7990F2,5434379
7991P5,5245211
799254,4875703
799254,5413131
799254,5360251
7992GP,3694253
7.99E+05,5264376
7994BI,4919968
7994BI,3751577
7994BI,5306125
7994BI,5323813
7994BI,5219142
7994BI,3887018
7994BI,5029226
7994P9,4353988
7994P9,5439478
7994P9,4264734
7994T2,5334077
7994T2,5204269
7996P5,4759874
7996P5,5372865
7996P5,5395014
7996P5,5255562
799706,5412376
799706,4970994
7998QI,5352833
7998QI,4919968
7998QI,4915629
7998QI,5332959
7998QI,5026532
7999HN,5210834
799A9C,5367923
799BRD,4649420
799BRD,5168997
799BRD,4770413
799BRD,5338870
799BRD,5249464
799ENI,3832175
799F6J,5211972
799GJM,3646812
799GJM,5198297
799GJM,2912701
799HAQ,5249560
799HAQ,5159535
799HAQ,5366616
799HAQ,5304149
799HAQ,4736049
799HAQ,5396058
799J7B,5412639
799JHF,5312134
799JHF,4965389
799JHF,5388717
799KPN,5115303
799L0K,5297495
799L3Q,3174762
799NO1,5346362
799RP8,5295158
799RP8,5265138
799RP8,5346839
799RP8,5440226
79A3G1,5426523
79A5DT,4751686
79A5DT,4029834
79A5P4,5060587
79A5P4,4315314
79A5P4,5311075
79A976,4666083
79A976,4826928
79A976,4876106
79A9EL,5410635
79A9EL,5289561
79A9EL,4413887
79A9EL,5302183
79A9RG,3393833
79AAJS,5310984
79AAJS,5354133
79AF1B,5165202
79AFGS,5286388
79AGPR,5309242
79AHSQ,5286978
79AI6P,5374849
79AJ6E,5388711
79AJ6E,4748299
79AJ6E,5180045
79AJO6,5304149
79AJO6,5258211
79AJO6,5366589
79AJO6,3475712
79AJO6,5165267
79AJO6,5397342
79AJP2,4706126
79AJP2,5264442
79AMFR,5193630
79AMFR,5366616
79AMFR,5402543
79AMFR,4516926
79AMFR,5311290
79AP69,5131960
79AP69,5114627
79AP69,4843473
79AP69,5052203
79AT2J,5252585
79AT2J,5426112
79AT2J,4489028
79AT2J,2940519
79AT2J,5367923
79B1RR,4915041
79B1RR,3637101
79B1RR,4626846
79B2F6,4540166
79B2F6,5400286
79B2NI,4915041
79B4H8,5264739
79B4L8,5417584
79B4L8,4364336
79B4N8,4373417
79B4T7,5227169
79B69H,4431252
79BASJ,4967571
79BASJ,5275594
79BASJ,5249531
79BCCR,4052610
79BCCR,5439508
79BCCR,3867133
79BCCR,4858452
79BCGS,4010896
79BCGS,5157604
79BD44,4698655
79BGG0,4959785
79BGG0,5359947
79BGT0,4423445
79BGT0,3399525
79BGT0,4347031
79BGT0,4964811
79BGT0,5227760
79BGT0,4585923
79BHKQ,4967571
79BHKQ,5124388
79BHKQ,5228379
78A42C,4423445
78A42C,3954133
78A42C,4921056
78A4GO,4921056
78A4PJ,5131946
78A5EH,4155636
78A5EH,3954133
78A5EH,4740161
78A5KE,5360289
78A639,4932777
78A639,4740161
78A639,5303372
78A639,4465138
78A6HD,3435189
78A722,4578390
78A722,2957882
78A722,4776928
78A78T,4679003
78A9T4,4869168
78AAQ0,5105178
78AAQ0,5169488
78ACO6,5355491
78ACR3,5068041
78ACR3,5339129
78ACR3,5255324
78ACR3,3090872
78ACR3,4724083
78ACR3,4742363
78ACR3,5067669
78ADE3,5354603
78AEK7,5327093
78AGCE,5166152
78AGE5,5074148
78AKNS,5355491
78AKNS,5250178
78AMJO,3474657
78AMJO,4912412
78AMJO,5070523
78AP9I,4486334
78AP9I,5310994
78AP9I,5264442
78AP9I,5347366
78AP9I,5206289
78AP9I,4346771
78APC3,4986145
78API1,5294837
78API1,5026015
78APJ8,4540772
78AQTG,3394918
78AT1N,5032649
78AT9J,5115402
78ATOM,4742363
78ATOM,5374817
78B171,3343921
78B171,5319424
78B2PK,4742363
78B2PK,3439844
78B2PK,2870173
78B2PK,5387865
78B2Q9,4751686
78B2R6,4578390
78B3LL,5159884
78B458,5332163
78B458,5381739
78B4DI,4035227
78B4DI,5237534
78B4DI,5373585
78B4DI,5159744
78B51T,5295024
78B51T,3762149
78B570,5005684
78B570,4035227
78B570,4746093
78B570,4193386
78B5D4,3421486
78B5D4,4766432
78B5D4,4186809
78B5D4,5318395
78B5D4,5169181
78B5D4,4887973
78B5DD,4872729
78B5F8,4887973
78B5F8,2926170
78B5F8,4766432
78B6C9,5203691
78B6P5,4613526
78B6P5,3820852
78B6P5,4146452
78B6P5,5159884
78B6QD,5302183
78B6QD,4825983
78B6QD,4881523
78B6QD,4834241
78B839,5384160
78B839,3346396
78B83M,4679323
78B83M,4894765
78B91S,4965389
78B91S,5295219
78B91S,4658714
78B91S,4868071
78B91S,5196043
78B91S,5333002
78B91S,3132746
78BA3I,5250030
78BA3I,5361875
78BA3I,5204624
78BA3I,5239592
78BAO3,5318395
78BAO3,5388708
78BAO3,4985523
78BCMT,4424797
78BCO8,4348516
78BD3T,5004758
78BD6F,5121110
78BDA4,4691717
78BDDA,5366616
78BDDA,5198297
78BDDA,5310158
78BDDA,4007229
78BDHK,5208543
78BDHK,5390040
78BDHK,3243415
78BDHK,5374025
78BDHK,5353449
78BDPT,5189448
78BEDI,5198297
78BEI0,5317468
78BF83,5340237
78BF83,5324527
78BF83,4606374
78BF83,5165267
78BF83,4346771
78BF83,3243390
78BF83,5352897
78BFJR,4649920
78BFNF,5250030
78BFNF,3978052
78BG33,5360601
78BG33,4225010
78BGAQ,4541864
78BGAQ,5250341
78BGHR,4698073
78BH4K,4464332
78BH92,4745683
78BH92,4192936
78BH92,5325100
78BH92,4705535
78BH92,5159581
78BHCT,4291437
78BHHL,4940284
78BHSQ,3813528
78BHSQ,5381254
78BIDJ,5264526
78BIDJ,4348516
78BIDJ,5066380
78BIDJ,5354597
78BIDJ,5019237
78BIDJ,5332163
78BIDJ,3448655
78BIJM,5348826
78BJ80,5355294
78BJ80,4921056
78BJ80,5368344
78BJ99,5289038
78BJ99,3868092
78BJ99,3823863
78BJ99,4856723
78BJ99,5347647
78BK72,5293143
78BK72,5212631
78BK72,5229400
78BK72,4121747
78BL5E,5256384
78BL5E,5381282
78BL5E,5319635
78BL5E,5293143
78BL5E,5248886
78BLKM,5249989
78BLTC,4894765
78BMCB,5374398
78BMEH,3143007
78BMEH,5288834
78BMP2,4790475
78BMP2,5280589
78BMP2,5200975
78BMP2,5295158
78BMP2,4998307
78BMP2,4936533
78BMP2,5364132
78BMR2,3143007
78BMR2,5347595
78BMR2,4113024
78BMR2,5220398
78BN96,5005684
78BNF5,5012205
78BNF5,4662188
78BNMC,4919916
78BNR8,4498157
78BOE0,4723107
78BOK9,5302110
78BPGE,5060587
78BPGE,5256384
78BQAQ,5361053
78BQHF,5316186
78BQQE,5381739
78BS1B,4153934
78BS1H,5053969
78BS1H,4254553
78BS1H,5348233
78BS7F,5212631
78BSF5,5139500
78BSF5,5169018
78BTMR,5356159
78BTMR,3854963
78BTMR,3394918
78C0TQ,3906430
78C0TQ,4243699
78C0TQ,5106546
78C130,4824444
78C183,4341426
78C1I2,3459818
78C1I2,4212117
78C1I2,5310952
78C1LF,5072441
78C1PJ,4921056
78C1PJ,4998307
78C1PJ,5394838
78C1PJ,3876668
78C2NB,5327808
78C48G,5319005
78C48G,5272682
78C48G,4212318
78C48G,5208543
78C4IR,5374141
78C4IR,2926170
78C4IR,5297310
78C6HC,3943399
78C7FN,5250030
78C7FN,3707646
78C7KC,5361534
78C7KC,4195507
78C7M4,5361875
78C7M4,3936414
78C848,3804886
78C848,5324522
78C848,3834479
78C8KN,5325707
78C8KN,5273096
78C8L4,4571584
78C8L4,5396817
78C8L4,4424797
78C8LR,4652677
78C8LR,4571534
78CAFC,4468616
78CBIH,4313771
78CCDT,5106509
78CD94,5114957
78CD94,5295754
78CD94,5118165
78CD94,5157666
78CD94,5317096
78CD94,5113871
78CDGN,5285902
78CDGN,5159663
78CF7Q,4666083
78CF7Q,5164551
78CFMT,5092814
78CFOC,4790475
78CFOC,5056680
78CFOC,5345600
78CFTS,4980869
78CFTS,5239873
78CFTS,4679003
78CHMR,4881523
78CHMR,5138785
78CHMR,4493375
78CHMR,5025622
78CHMR,5165911
78CJ0T,5354572
78CJ3Q,5317468
78CKHS,5214903
78CKHS,4012859
78CKHS,5302455
78CKHS,4678744
78CKHS,5160519
78CKHS,5105116
78CKJE,5115303
78CKJE,4933315
78CLP8,4650483
78CM31,5302183
78CM31,4424145
78CM84,3252143
78CM84,3110182
78CM84,4980869
78CM84,5364223
78CM84,5073160
78CM84,3463493
78CM84,5362388
78CM92,5289364
78CM92,3646812
78CM92,3252143
78CM92,5017506
78CM92,4742363
78CM92,5073148
78CM92,4189983
78CO75,3422168
78CO75,5333905
78CO75,3738000
78CO75,5084423
78CO75,5374110
78COG1,4716906
78COG1,3868092
78COG1,4874975
78COPJ,4024081
78COPJ,5333945
78COPJ,5361881
78COPJ,5137931
78COPJ,5362332
78CP83,4911391
78CP83,5125164
78CP83,4856723
78CP83,5360601
78CPDM,5317468
78CPDM,3620819
78CPDM,5250661
78CPDM,3893740
78CPDS,5011029
78CQ5A,5368029
78CQ5A,4624228
78CQ5A,5165907
78CQ5A,5131392
78CQ5A,2870173
78CQ5A,5396394
78CQMR,3994444
78CQMR,5361881
78CQMR,5264240
78CQTD,5250472
78CREB,4705535
78CREB,5249631
78CREB,5137826
78CREB,4915041
78CREB,5271768
78CRP1,3646812
78CS6R,4824444
78CS6R,2928777
78CS6R,3060896
78CS6R,4627263
78CSDH,4881514
78CSDH,5303987
78CSDH,3060896
78CSDH,5340237
78CSDH,4627263
78CSDH,4511960
78CSDH,5362332
78CSE6,5318399
78CSK9,5331077
78CSK9,5288834
78CSK9,4970658
78CSK9,5195083
78CSK9,2935294
78CSK9,5252394
78CSK9,5121546
78CSQN,5374110
78CSQN,5210850
78D07A,5213337
78D07A,3090872
78D07A,2894871
78D07A,4035227
78D07A,4052610
78D07A,5288367
78D1E3,5255479
78D1J7,4465664
78D1J7,3832175
78D1J7,5213377
78D1J7,5286887
78D1NO,4038984
78D1NO,4980025
78D1NO,4326246
78D1NO,4960908
78D2C1,4742252
78D30L,5331692
78D3E2,4716906
78D3E2,4691947
78D3E2,5170666
78D3E2,5319237
78D3E2,5226849
78D432,4303297
78D432,5239971
78D432,5252394
78D432,4511960
78D432,5289574
78D432,4651915
78D432,4640472
78D4CP,4740161
78D55I,4024081
78D55I,4012859
78D55I,5083506
78D63J,5256251
78D8RA,5396407
78D8RA,4024081
78D8RA,3936119
78D9DG,4960908
78D9R3,4353988
78D9R3,5340520
78DA86,4040151
78DA86,4942175
78DD2D,5164805
78DD70,4874382
78DD70,5362388
78DD70,4652099
78DD70,2935294
78DD70,5068523
78DD70,4657629
78DD70,5395735
78DE6K,3865589
78DEM7,4740161
78DEM7,5332908
78DEM7,3399348
78DEM7,5255324
78DFRA,5296824
78DFRA,4742363
78DFRA,4489028
78DFS5,4820689
78DFS5,4649420
78DGAO,5217691
78DGAO,5368029
78DGAO,4854712
78DGE0,4740161
78DGE0,5391862
78DGE0,4626980
78DGH6,4921340
78DGH6,5026569
78DHIC,5333150
78DHIC,5198213
78DHJT,4959090
78DHSD,5205524
78DHSD,2928777
78DHSD,3422168
78DHSD,4949212
78DIC5,4915041
78DII3,4510572
78DII3,4554374
78DKKN,4856793
78DKKN,5333912
78DKKN,4349923
78DODC,3810107
78DPJ4,5339230
78DPJ4,4965793
78DPJ4,5169181
78DQIK,4121365
78DQIK,4992675
78DQIK,4347031
78DQIK,5189448
78E0BF,5318906
78E2HQ,5071292
78E2HQ,5388708
78E2HQ,3344762
78E2HQ,4995469
78E2HQ,4472358
78E3C9,4868236
78E3IH,5339129
78E3IH,5133036
78E3IH,4742363
78E3IH,5354106
78E3IH,5296903
78E3IH,5245211
78E4AK,4335274
78E4AK,3981274
78E4IN,4867753
78E4IN,5272414
78E4IN,2926841
78E50N,5250420
78E5O4,3421197
78E8MS,2940519
78E8MS,5296903
78E8MS,3854963
78ED8E,5295219
78ED8E,4578297
78EDP5,4095784
78EEPT,4650507
78EFK6,4600591
78EFOC,4155397
78EHP0,4524411
78EHP0,5333274
78EHP0,5360251
78EJ89,5332163
78EJ89,5385546
78EJ89,5302183
78EJ89,5073160
78EJHF,5026015
78EJHF,5374060
78EJQF,5361875
78EJQF,4487711
78EJQF,5319635
78EJQF,3367068
78EKAL,4637864
78EKAL,3203592
78EKAL,5247866
78EKAL,5395221
78EKO3,4911391
78EMQA,5318395
78ENFS,5252919
78ENFS,5305118
78ENFS,5174479
78ENOR,4303472
78ENOR,4692530
78ENOR,5378355
78ENOR,5360601
78EOBN,3891358
78EOBN,4380414
78EOBN,4942239
78EOBN,5325055
78EQ05,4869168
78EQ6E,4753620
78EQ6E,4957928
78EQL7,5113871
78EQPE,3060896
78EQPE,4024081
78EQPE,4673799
78ERI7,4867753
78ERI7,4934638
78ERI7,4486278
78ERIN,5286388
78ERLQ,4052610
78ERLQ,5018939
78F024,4946836
78F024,5189448
78F024,4978319
78F024,5018939
78F0M3,4942239
78F0M3,5381935
78F0M3,4761114
78F0O2,4933002
78F1HR,5170190
78F3C1,5130595
78F3Q6,5374380
78F57P,3399291
78F57P,4028165
78F5HR,4397579
78F5HR,3196540
78F617,5254568
78F617,5249631
78F617,5121722
78F63L,5270397
78F6LJ,3321615
78F6PH,5272414
78F7NG,5381254
78F7NG,4486334
78F7NQ,5054236
78F7NQ,4465526
78F7NQ,5361881
78F8DA,5316186
78F8DA,5272682
78F8DA,4494042
78F8DA,5366602
78F8GF,4693119
78FALC,3613245
78FALC,5070523
78FALC,5348716
78FALC,5346839
78FALC,5035445
78FB6N,4888253
78FB6N,4045906
78FBJ3,4304577
78FCBF,5272682
78FCES,3854963
78FCES,3601722
78FCES,4843473
78FE8A,5367779
78FE8A,5034028
78FE8A,5368278
78FE93,5276173
78FE93,5208543
78FEGT,3119416
78FEPI,5178953
78FF2L,5388711
78FF2L,5219142
78FF5H,4889482
78FF5H,5051893
78FFA3,3944836
78FFCR,5374235
78FFCR,5396443
78FFCR,5355121
78FFFI,4911391
78FFH2,4679813
78FFH2,5374235
78FFH2,5179341
78FFH2,3019419
78FFH2,5249631
78FFM4,5204624
78FFM4,5345600
78FH2R,4662188
78FH2R,2950226
78FH2R,4464698
78FH2R,5113763
78FH2R,4042710
78FH2R,5355571
78FHPQ,5394838
78FJCK,2936464
78FJO1,4613832
78FJPB,3435189
78FJPB,3772692
78FJRG,5138606
78FJRG,5248216
78FJRG,5368290
78FLN0,4650483
78FLN0,5174762
78FM2J,5221432
78FM2Q,5257385
78FM2Q,5402110
78FMB2,4212117
78FMB2,5004248
78FMB2,5250341
78FOLP,4856723
78FOLP,5189448
78FOLP,4346771
78FPFQ,4391733
78FPFQ,4678838
78FQ70,5316680
78G0Q1,5402506
78G1AB,5286388
78G1IK,5016041
78G240,3343921
78G240,4940284
78G240,4424724
78G240,5361511
78G29P,4364336
78G29P,5165078
78G2K0,3636342
78G2K0,4759527
78G4KD,4444577
78G4KD,5129379
78G5A1,4867776
78G5A1,5366616
78G5A1,5373585
78G5A1,5256255
78G639,4627142
78G7QM,5381739
78G92L,5083237
78G92L,4112672
78G92L,5310519
78G9MF,5106546
78GB3D,5053111
78GB3D,5373224
78GB3D,4464698
78GB3D,4825983
78GB3D,5071387
78GB3D,3883737
78GB3D,5360601
78GB4P,4959958
78GB4P,3762058
78GB4P,5249631
78GB4P,4514439
78GC9A,4868071
78GC9A,5221432
78GCFH,4424694
78GDBF,2938121
78GDJC,4554374
78GDJC,4678744
78GDJC,4751686
78GFPR,5363499
78GFPR,4874382
78GFPR,5362334
78GGHP,4398856
78GHNE,5082686
78GKBI,5163916
78GKQF,5388303
78GKQF,3023513
78GKT7,4691717
78GKT7,5360766
78GKT7,4886574
78GMCQ,5053969
78GMCQ,5213377
78GMCQ,3377506
78GMCQ,4965815
78GMDG,5397002
78GMDG,4651915
78GMDG,5347050
78GMDG,4329296
78GPK0,5137417
78GPK0,5051893
78GPK0,5346839
78GPK0,4323329
78GQPB,5265138
78GQSS,5017499
78GQSS,5310443
78GQSS,4600591
78GR80,5159884
78GR9Q,4233720
78GSAK,5255916
78GSAK,4305170
78H1T5,5374817
78H4KN,5396999
78H4R6,4715881
78H8J7,5395225
78HA6M,5120882
78HFGT,5043591
78HFGT,4735627
78HFSA,4915629
78HH92,4957848
78HH92,5205496
78HH92,5004248
78HIBK,4792306
78HIBK,5228005
78HIBK,4612889
78HIBK,5226907
